Amount(in rupees),Status,Transaction,Furnishing,facing,overlooking,Ownership,price_clean,area_sqft,floor_num,bathroom_num,balcony_num,car_parking_num,location_grouped,price_per_sqft
65 Lac ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Freehold,6500000.0,680.0,7.0,2.0,3.0,0.0,thane,9558.823529411764
2.25 Cr ,Ready to Move,Resale,Furnished,,,,22500000.0,660.0,9.0,2.0,0.0,0.0,thane,34090.90909090909
4.25 Cr ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Freehold,42500000.0,1820.0,14.0,4.0,1.0,2.0,thane,23351.648351648353
25 Lac ,Ready to Move,Resale,Unfurnished,,,,2500000.0,715.0,1.0,2.0,0.0,0.0,thane,3496.5034965034965
45 Lac ,Ready to Move,Resale,Semi-Furnished,North - West,"Pool, Garden/Park",Co-operative Society,4500000.0,400.0,1.0,1.0,0.0,0.0,thane,11250.0
1 Cr ,,Resale,Semi-Furnished,East,Garden/Park,Co-operative Society,10000000.0,826.0,1.0,3.0,3.0,4.0,thane,12106.537530266343
2.15 Cr ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Co-operative Society,21500000.0,722.0,14.0,2.0,1.0,1.0,thane,29778.393351800554
35 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool",Freehold,3500000.0,480.0,5.0,1.0,0.0,1.0,thane,7291.666666666667
2.25 Cr ,Ready to Move,Resale,Unfurnished,,,,22500000.0,1210.0,3.0,2.0,0.0,0.0,thane,18595.04132231405
35 Lac ,Ready to Move,Resale,Unfurnished,North - East,Main Road,Freehold,3500000.0,660.0,3.0,2.0,2.0,0.0,thane,5303.030303030303
1.20 Cr ,Ready to Move,Resale,Semi-Furnished,,,,12000000.0,700.0,7.0,2.0,0.0,0.0,thane,17142.85714285714
36 Lac ,Ready to Move,Resale,,,,,3600000.0,700.0,14.0,1.0,0.0,0.0,thane,5142.857142857143
54.5 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,5450000.0,415.0,4.0,1.0,0.0,0.0,thane,13132.530120481928
32 Lac ,Ready to Move,Resale,Unfurnished,North,Garden/Park,,3200000.0,700.0,6.0,1.0,1.0,0.0,thane,4571.428571428572
88 Lac ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Freehold,8800000.0,820.0,9.0,3.0,0.0,0.0,thane,10731.707317073171
1.56 Cr ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Freehold,15600000.0,755.0,2.0,2.0,1.0,1.0,thane,20662.251655629138
42 Lac ,Ready to Move,Resale,Unfurnished,,,,4200000.0,450.0,0.0,1.0,0.0,0.0,thane,9333.333333333334
52 Lac ,Ready to Move,Resale,Unfurnished,,,,5200000.0,400.0,1.0,1.0,0.0,0.0,thane,13000.0
90 Lac ,Ready to Move,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",Co-operative Society,9000000.0,668.0,10.0,2.0,1.0,1.0,thane,13473.053892215568
70 Lac ,Ready to Move,New Property,Unfurnished,North,"Garden/Park, Main Road",Freehold,7000000.0,700.0,1.0,2.0,2.0,1.0,thane,10000.0
53 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,5300000.0,410.0,2.0,1.0,0.0,0.0,thane,12926.829268292682
1.10 Cr ,Ready to Move,Resale,Semi-Furnished,South - East,Main Road,Freehold,11000000.0,700.0,1.0,2.0,1.0,1.0,thane,15714.285714285714
